loan_id,application_date,branch,sector,employment_type,loan_amount,tenure_months,interest_rate,annual_income,credit_score,has_collateral,previous_loans,days_past_due_history,recovery_agent_assigned,defaulted
NL208788,2024-06-17,Butwal-03,Tourism,Business Owner,402000.0,48,11.1,729000.0,,Yes,0,61,No,0
NL208789,2024-06-17,Butwal-02,Service,Informal,350000.0,36,11.54,,667.0,No,1,13,No,0
NL208790,2024-06-17,Birgunj-04,Manufacturing,Salaried,451000.0,12,11.94,289000.0,598.0,No,1,3,No,0
NL208791,2024-06-17,Biratnagar-02,Manufacturing,Salaried,253000.0,12,14.29,435000.0,503.0,No,2,21,No,0
NL208792,2024-06-17,Lalitpur-04,Construction,Self-Employed,874000.0,12,13.53,1554000.0,593.0,No,2,32,No,0
NL208793,2024-06-17,Kathmandu-03,Agriculture,Self-Employed,496000.0,48,12.16,219000.0,675.0,No,3,10,Yes,1
NL208794,2024-06-17,Biratnagar-01,Trade,Business Owner,502000.0,12,11.04,227000.0,629.0,Yes,1,0,No,0
NL208795,2024-06-17,Pokhara-04,Service,Salaried,103000.0,24,11.91,210000.0,635.0,Yes,1,13,No,0
NL208796,2024-06-17,Butwal-01,Agriculture,Business Owner,319000.0,36,12.45,465000.0,630.0,No,3,14,No,0
NL208797,2024-06-17,Janakpur-01,Trade,Self-Employed,202000.0,12,12.57,1401000.0,593.0,No,1,1,No,0
NL208798,2024-06-17,Dharan-01,Service,Business Owner,155000.0,18,11.48,619000.0,635.0,Yes,1,28,No,0
NL208799,2024-06-17,Nepalgunj-01,Service,Self-Employed,185000.0,18,12.07,1023000.0,563.0,Yes,0,2,No,0
NL208800,2024-06-17,Birgunj-04,Trade,Business Owner,284000.0,36,12.77,151000.0,,No,0,4,No,0
NL208801,2024-06-17,Janakpur-02,Tourism,Self-Employed,418000.0,60,10.55,309000.0,,Yes,0,0,No,0
NL208802,2024-06-17,Janakpur-02,Construction,Self-Employed,619000.0,60,9.86,341000.0,773.0,Yes,2,2,No,0
NL208803,2024-06-17,Lalitpur-03,Agriculture,Business Owner,598000.0,12,12.35,1407000.0,567.0,Yes,1,42,Yes,0
NL208804,2024-06-17,Butwal-02,Trade,Self-Employed,369000.0,36,11.65,570000.0,710.0,No,0,11,No,0
NL208805,2024-06-17,Birgunj-01,Tourism,Salaried,309000.0,24,10.07,505000.0,720.0,Yes,1,46,No,0
NL208806,2024-06-17,Janakpur-03,Manufacturing,Informal,232000.0,48,10.75,588000.0,616.0,Yes,4,8,No,0
NL208807,2024-06-18,Birgunj-04,Tourism,Business Owner,246000.0,24,11.4,450000.0,577.0,Yes,1,12,No,0
NL208808,2024-06-18,Kathmandu-01,Trade,Salaried,165000.0,24,10.45,1789000.0,767.0,No,1,3,No,0
NL208809,2024-06-18,Bhaktapur-01,Trade,Business Owner,215000.0,24,13.36,1746000.0,,Yes,1,22,No,0
NL208810,2024-06-18,Lalitpur-02,Manufacturing,Salaried,387000.0,36,13.42,1044000.0,563.0,No,3,12,No,0
NL208811,2024-06-18,Bhaktapur-01,Construction,Self-Employed,942000.0,36,12.0,974000.0,538.0,Yes,0,8,No,0
NL208812,2024-06-18,Kathmandu-04,Trade,Salaried,265000.0,12,12.18,380000.0,576.0,Yes,2,19,No,0
NL208813,2024-06-18,Dharan-04,Service,Salaried,162000.0,48,12.57,697000.0,618.0,No,1,9,No,0
NL208814,2024-06-18,Biratnagar-04,Manufacturing,Self-Employed,614000.0,36,11.1,151000.0,781.0,No,1,7,No,0
NL208815,2024-06-18,Butwal-03,Tourism,Self-Employed,66000.0,12,10.58,399000.0,600.0,Yes,0,16,No,0
NL208816,2024-06-18,Janakpur-04,Agriculture,Salaried,648000.0,24,11.41,199000.0,840.0,No,1,1,No,0
NL208817,2024-06-18,Butwal-02,Construction,Salaried,101000.0,12,10.26,711000.0,726.0,Yes,0,5,No,0
NL208818,2024-06-18,Biratnagar-04,Manufacturing,Salaried,485000.0,24,13.14,490000.0,592.0,No,0,26,No,0
NL208819,2024-06-18,Bhaktapur-03,Construction,Salaried,208000.0,24,12.49,839000.0,593.0,Yes,3,18,Yes,1
NL208820,2024-06-18,Dharan-03,Service,Self-Employed,377000.0,60,11.75,783000.0,659.0,Yes,0,42,No,0
NL208821,2024-06-19,Birgunj-01,Trade,Salaried,1415000.0,6,11.57,1047000.0,647.0,No,1,24,No,0
NL208822,2024-06-19,Dharan-03,Agriculture,Self-Employed,158000.0,24,14.28,324000.0,529.0,No,3,8,No,1
NL208823,2024-06-19,Kathmandu-01,Manufacturing,Self-Employed,140000.0,12,12.76,,571.0,No,1,3,No,0
NL208824,2024-06-19,Lalitpur-03,Service,Salaried,314000.0,6,13.88,1739000.0,,No,0,8,No,0
NL208825,2024-06-19,Lalitpur-02,Trade,Business Owner,931000.0,36,10.35,372000.0,,Yes,0,18,No,0
NL208826,2024-06-19,Butwal-04,Agriculture,Business Owner,339000.0,36,11.72,507000.0,653.0,No,1,21,No,0
NL208827,2024-06-19,Birgunj-01,Agriculture,Business Owner,307000.0,48,12.9,1014000.0,610.0,No,2,1,No,0
NL208828,2024-06-19,Pokhara-01,Service,Self-Employed,337000.0,24,12.15,435000.0,576.0,Yes,2,8,No,0
NL208829,2024-06-19,Pokhara-01,Construction,Salaried,140000.0,12,12.37,257000.0,587.0,Yes,1,2,No,0
NL208830,2024-06-19,Butwal-01,Service,Self-Employed,339000.0,18,13.2,1938000.0,501.0,Yes,0,13,No,0
NL208831,2024-06-19,Janakpur-03,Trade,Informal,221000.0,24,12.63,371000.0,655.0,No,0,27,No,0
NL208832,2024-06-20,Janakpur-04,Trade,Self-Employed,800000.0,24,10.08,1642000.0,714.0,Yes,1,22,No,0
NL208833,2024-06-20,Biratnagar-03,Service,Business Owner,540000.0,6,10.42,657000.0,789.0,Yes,1,0,No,0
NL208834,2024-06-20,Butwal-03,Trade,Self-Employed,110000.0,48,10.16,977000.0,715.0,Yes,4,4,No,0
NL208835,2024-06-20,Kathmandu-04,Agriculture,Informal,240000.0,48,10.09,965000.0,711.0,Yes,0,18,No,0
NL208836,2024-06-20,Janakpur-02,Agriculture,Salaried,441000.0,36,11.19,406000.0,751.0,Yes,1,29,No,0
NL208837,2024-06-20,Kathmandu-01,Service,Self-Employed,142000.0,12,11.84,760000.0,625.0,No,1,4,No,0
NL208838,2024-06-20,Pokhara-02,Construction,Self-Employed,132000.0,18,12.94,1783000.0,513.0,Yes,1,7,No,0
NL208839,2024-06-20,Dharan-02,Tourism,Business Owner,210000.0,36,11.06,1190000.0,714.0,Yes,1,53,No,0
NL208840,2024-06-20,Janakpur-03,Service,Business Owner,384000.0,18,12.31,1075000.0,572.0,Yes,3,5,No,0
NL208841,2024-06-20,Lalitpur-03,Trade,Business Owner,646000.0,18,10.52,805000.0,631.0,Yes,4,1,No,0
NL208842,2024-06-20,Butwal-03,Trade,Business Owner,353000.0,36,12.92,494000.0,544.0,No,2,2,No,0
NL208843,2024-06-20,Lalitpur-04,Manufacturing,Self-Employed,1880000.0,6,9.89,,750.0,Yes,2,13,No,0
NL208844,2024-06-20,Kathmandu-03,Service,Salaried,179000.0,12,10.27,1413000.0,721.0,Yes,0,19,No,0
NL208845,2024-06-20,Biratnagar-01,Manufacturing,Informal,517000.0,6,13.52,370000.0,507.0,Yes,0,47,No,0
NL208846,2024-06-20,Birgunj-04,Manufacturing,Salaried,129000.0,18,10.86,389000.0,650.0,Yes,1,7,No,0
NL208847,2024-06-20,Bhaktapur-03,Manufacturing,Salaried,993000.0,24,10.72,532000.0,739.0,Yes,1,12,No,0
NL208848,2024-06-20,Janakpur-03,Trade,Salaried,822000.0,36,12.38,212000.0,,No,3,5,No,0
NL208849,2024-06-21,Butwal-01,Trade,Self-Employed,506000.0,12,10.91,418000.0,639.0,Yes,0,4,No,0
NL208850,2024-06-21,Biratnagar-02,Service,Self-Employed,81000.0,18,11.4,330000.0,732.0,No,1,7,No,0
NL208851,2024-06-21,Biratnagar-04,Agriculture,Business Owner,502000.0,6,12.14,216000.0,615.0,No,0,1,No,0
NL208852,2024-06-21,Biratnagar-03,Manufacturing,Self-Employed,160000.0,24,10.77,242000.0,632.0,Yes,0,4,No,0
NL208853,2024-06-21,Lalitpur-01,Manufacturing,Salaried,417000.0,6,9.88,515000.0,715.0,Yes,3,13,No,0
NL208854,2024-06-21,Butwal-01,Manufacturing,Salaried,100000.0,18,12.54,987000.0,544.0,Yes,2,7,No,0
NL208855,2024-06-21,Dharan-04,Service,Informal,363000.0,36,13.75,494000.0,,No,0,7,No,0
NL208856,2024-06-21,Biratnagar-01,Trade,Business Owner,227000.0,48,15.37,265000.0,477.0,Yes,1,89,No,0
NL208857,2024-06-21,Biratnagar-02,Trade,Informal,165000.0,18,10.71,,,Yes,3,21,No,0
NL208858,2024-06-21,Janakpur-01,Trade,Salaried,463000.0,18,10.13,647000.0,651.0,Yes,4,1,No,0
NL208859,2024-06-21,Butwal-01,Trade,Informal,285000.0,36,11.12,1065000.0,740.0,No,0,24,No,0
NL208860,2024-06-21,Bhaktapur-04,Service,Informal,254000.0,36,14.31,948000.0,527.0,No,2,0,No,1
NL208861,2024-06-21,Kathmandu-01,Agriculture,Self-Employed,516000.0,18,9.95,607000.0,758.0,Yes,1,1,No,0
NL208862,2024-06-21,Nepalgunj-01,Trade,Business Owner,1237000.0,48,11.02,1339000.0,612.0,Yes,2,8,No,0
NL208863,2024-06-21,Butwal-02,Trade,Salaried,365000.0,24,10.64,377000.0,771.0,Yes,1,16,No,0
NL208864,2024-06-21,Butwal-02,Trade,Business Owner,77000.0,48,10.46,252000.0,621.0,Yes,1,1,No,0
NL208865,2024-06-21,Bhaktapur-04,Trade,Business Owner,92000.0,48,13.83,438000.0,537.0,No,0,0,No,0
NL208866,2024-06-21,Lalitpur-04,Trade,Self-Employed,312000.0,48,10.45,1144000.0,,No,0,0,No,0
NL208867,2024-06-22,Biratnagar-04,Trade,Salaried,640000.0,12,12.47,808000.0,,No,0,15,No,0
NL208868,2024-06-22,Dharan-03,Trade,Self-Employed,328000.0,18,14.11,1029000.0,529.0,No,1,25,Yes,0
NL208869,2024-06-22,Bhaktapur-04,Tourism,Business Owner,435000.0,18,14.0,495000.0,484.0,Yes,1,17,No,0
NL208870,2024-06-22,Birgunj-02,Service,Business Owner,284000.0,36,11.04,573000.0,679.0,No,2,1,No,0
NL208871,2024-06-22,Janakpur-04,Trade,Self-Employed,610000.0,18,11.73,460000.0,637.0,No,1,28,No,0
NL208872,2024-06-22,Bhaktapur-01,Service,Informal,471000.0,12,11.63,308000.0,,No,0,14,Yes,1
NL208873,2024-06-22,Bhaktapur-02,Trade,Salaried,138000.0,18,11.07,537000.0,662.0,No,0,3,No,0
NL208874,2024-06-22,Bhaktapur-02,Manufacturing,Salaried,415000.0,18,12.25,458000.0,626.0,No,1,8,No,0
NL208875,2024-06-22,Janakpur-01,Service,Salaried,93000.0,36,10.18,390000.0,676.0,Yes,2,4,No,0
NL208876,2024-06-22,Birgunj-02,Construction,Business Owner,415000.0,60,11.64,766000.0,,No,0,4,No,0
NL208877,2024-06-22,Janakpur-01,Construction,Business Owner,240000.0,18,10.95,570000.0,626.0,Yes,2,15,No,0
NL208878,2024-06-22,Janakpur-02,Agriculture,Business Owner,335000.0,6,10.96,1216000.0,689.0,No,0,5,No,0
NL208879,2024-06-22,Biratnagar-01,Trade,Informal,378000.0,36,9.81,,694.0,Yes,2,10,No,0
NL208880,2024-06-22,Kathmandu-03,Service,Self-Employed,366000.0,24,11.4,409000.0,742.0,No,1,5,No,0
NL208881,2024-06-23,Pokhara-01,Trade,Salaried,859000.0,24,15.63,176000.0,428.0,No,1,11,Yes,1
NL208882,2024-06-23,Birgunj-02,Agriculture,Self-Employed,304000.0,18,10.72,285000.0,599.0,Yes,2,1,No,0
NL208883,2024-06-23,Pokhara-04,Trade,Self-Employed,342000.0,24,12.36,777000.0,692.0,No,2,13,No,0
NL208884,2024-06-23,Kathmandu-01,Manufacturing,Self-Employed,804000.0,12,11.61,871000.0,839.0,No,1,13,No,0
NL208885,2024-06-23,Janakpur-04,Service,Salaried,1230000.0,24,9.81,809000.0,752.0,Yes,0,6,No,0
NL208886,2024-06-23,Pokhara-01,Service,Self-Employed,293000.0,48,9.1,1177000.0,,Yes,0,7,No,0
NL208887,2024-06-23,Butwal-01,Service,Self-Employed,202000.0,48,10.01,738000.0,850.0,Yes,2,4,No,0
NL208888,2024-06-23,Janakpur-02,Service,Salaried,210000.0,36,10.82,548000.0,632.0,Yes,0,0,No,0
NL208889,2024-06-23,Birgunj-02,Manufacturing,Informal,416000.0,18,11.42,798000.0,837.0,No,0,38,No,0
NL208890,2024-06-23,Butwal-04,Manufacturing,Salaried,255000.0,48,11.31,330000.0,705.0,No,3,4,No,0
NL208891,2024-06-23,Kathmandu-02,Trade,Informal,80000.0,36,12.85,191000.0,547.0,Yes,0,13,No,0
NL208892,2024-06-23,Butwal-04,Trade,Salaried,689000.0,24,14.82,415000.0,478.0,Yes,2,25,No,0
NL208893,2024-06-23,Nepalgunj-02,Construction,Informal,547000.0,18,10.75,446000.0,618.0,Yes,0,6,No,0
NL208894,2024-06-23,Janakpur-01,Service,Self-Employed,701000.0,36,11.52,567000.0,703.0,No,0,1,No,0
NL208895,2024-06-23,Kathmandu-04,Manufacturing,Salaried,813000.0,36,12.47,323000.0,615.0,No,1,37,No,0
NL208896,2024-06-23,Bhaktapur-02,Service,Salaried,342000.0,24,12.29,365000.0,651.0,No,3,11,Yes,1
NL208897,2024-06-23,Kathmandu-02,Manufacturing,Self-Employed,361000.0,18,10.99,864000.0,822.0,No,1,0,No,0
NL208898,2024-06-23,Janakpur-01,Manufacturing,Business Owner,631000.0,18,11.79,249000.0,644.0,Yes,1,43,No,0
NL208899,2024-06-23,Bhaktapur-03,Trade,Salaried,119000.0,24,10.47,499000.0,,Yes,0,11,No,0
NL208900,2024-06-24,Birgunj-02,Service,Salaried,228000.0,12,10.76,361000.0,714.0,No,1,21,No,0
NL208901,2024-06-24,Biratnagar-04,Service,Business Owner,284000.0,24,9.41,186000.0,741.0,Yes,1,10,No,0
NL208902,2024-06-24,Butwal-04,Trade,Self-Employed,592000.0,6,12.48,413000.0,619.0,No,1,4,No,0
NL208903,2024-06-24,Nepalgunj-04,Agriculture,Self-Employed,198000.0,36,10.39,305000.0,633.0,Yes,1,16,No,0
NL208904,2024-06-24,Pokhara-01,Trade,Salaried,174000.0,18,11.2,410000.0,,Yes,0,7,No,0
NL208905,2024-06-24,Dharan-04,Trade,Self-Employed,215000.0,24,11.28,559000.0,632.0,Yes,1,10,Yes,0
NL208906,2024-06-24,Bhaktapur-04,Agriculture,Salaried,422000.0,48,10.37,138000.0,702.0,No,1,6,No,0
NL208907,2024-06-24,Lalitpur-04,Construction,Self-Employed,282000.0,18,10.21,1008000.0,763.0,Yes,2,1,No,0
NL208908,2024-06-24,Lalitpur-01,Trade,Salaried,100000.0,24,10.25,3429000.0,850.0,Yes,0,3,No,0
NL208909,2024-06-24,Pokhara-03,Manufacturing,Informal,116000.0,18,11.6,296000.0,574.0,Yes,1,11,No,0
NL208910,2024-06-24,Birgunj-03,Trade,Self-Employed,329000.0,36,11.63,369000.0,640.0,Yes,1,28,No,0
NL208911,2024-06-24,Dharan-04,Agriculture,Self-Employed,337000.0,24,9.79,320000.0,735.0,Yes,0,0,No,0
NL208912,2024-06-24,Nepalgunj-02,Service,Business Owner,303000.0,24,10.14,272000.0,,Yes,0,8,No,0
NL208913,2024-06-24,Birgunj-02,Agriculture,Informal,208000.0,24,14.67,1829000.0,517.0,No,0,12,No,0
NL208914,2024-06-24,Biratnagar-01,Service,Business Owner,535000.0,36,9.95,438000.0,716.0,Yes,1,1,No,0
NL208915,2024-06-24,Lalitpur-03,Service,Self-Employed,391000.0,24,13.86,818000.0,564.0,No,1,0,No,0
NL208916,2024-06-24,Janakpur-01,Construction,Informal,381000.0,24,10.86,1103000.0,,Yes,0,41,No,0
NL208917,2024-06-24,Pokhara-04,Trade,Salaried,392000.0,36,9.97,1017000.0,803.0,Yes,0,8,No,0
NL208918,2024-06-24,Dharan-03,Trade,Business Owner,983000.0,24,11.34,1066000.0,707.0,No,1,12,No,0
NL208919,2024-06-25,Butwal-02,Service,Business Owner,138000.0,36,11.65,235000.0,700.0,No,2,10,No,0
NL208920,2024-06-25,Janakpur-02,Manufacturing,Self-Employed,216000.0,24,9.8,936000.0,782.0,Yes,1,10,No,0
NL208921,2024-06-25,Janakpur-03,Trade,Informal,230000.0,60,11.44,,,Yes,0,7,No,0
NL208922,2024-06-25,Dharan-01,Manufacturing,Business Owner,762000.0,24,12.3,1473000.0,673.0,No,0,74,No,0
NL208923,2024-06-25,Butwal-03,Service,Business Owner,224000.0,36,12.85,308000.0,623.0,Yes,2,67,No,0
NL208924,2024-06-25,Lalitpur-02,Manufacturing,Informal,164000.0,24,10.18,253000.0,715.0,No,0,16,No,0
NL208925,2024-06-25,Kathmandu-01,Construction,Business Owner,274000.0,18,13.47,514000.0,514.0,Yes,3,2,Yes,1
NL208926,2024-06-25,Birgunj-02,Service,Salaried,321000.0,24,12.95,766000.0,556.0,No,3,0,No,0
NL208927,2024-06-25,Dharan-01,Manufacturing,Salaried,727000.0,24,11.37,169000.0,643.0,No,1,8,No,0
NL208928,2024-06-26,Dharan-02,Service,Self-Employed,223000.0,18,11.54,399000.0,697.0,Yes,1,41,No,0
NL208929,2024-06-26,Bhaktapur-03,Trade,Salaried,177000.0,36,10.53,260000.0,,Yes,0,51,No,0
NL208930,2024-06-26,Birgunj-01,Agriculture,Business Owner,150000.0,24,12.21,908000.0,555.0,Yes,3,2,No,0
NL208931,2024-06-26,Nepalgunj-03,Construction,Business Owner,229000.0,36,11.5,361000.0,,Yes,0,10,No,0
NL208932,2024-06-26,Kathmandu-04,Agriculture,Salaried,2028000.0,18,10.78,1030000.0,664.0,Yes,1,5,No,0
NL208933,2024-06-26,Pokhara-04,Tourism,Informal,395000.0,24,14.03,329000.0,531.0,No,0,2,Yes,1
NL208934,2024-06-26,Janakpur-02,Service,Business Owner,464000.0,18,13.23,618000.0,569.0,No,4,1,No,0
NL208935,2024-06-26,Lalitpur-04,Manufacturing,Informal,296000.0,24,13.33,,469.0,Yes,1,4,No,0
NL208936,2024-06-26,Pokhara-01,Trade,Salaried,329000.0,36,10.81,479000.0,693.0,Yes,2,36,Yes,0
NL208937,2024-06-26,Biratnagar-03,Tourism,Self-Employed,535000.0,12,13.07,260000.0,564.0,Yes,1,0,No,0
NL208938,2024-06-26,Butwal-04,Manufacturing,Business Owner,452000.0,12,10.57,1321000.0,757.0,Yes,0,21,No,0
NL208939,2024-06-26,Bhaktapur-03,Trade,Business Owner,385000.0,18,10.27,997000.0,680.0,Yes,1,11,No,0
NL208940,2024-06-26,Dharan-04,Agriculture,Informal,300000.0,18,11.01,586000.0,622.0,Yes,1,1,No,0
NL208941,2024-06-26,Bhaktapur-02,Manufacturing,Informal,228000.0,12,13.11,966000.0,569.0,No,1,1,No,1
NL208942,2024-06-26,Pokhara-03,Tourism,Salaried,408000.0,36,9.85,376000.0,676.0,Yes,0,2,No,0
NL208943,2024-06-26,Birgunj-03,Agriculture,Self-Employed,316000.0,12,12.07,748000.0,616.0,Yes,1,18,No,0
NL208944,2024-06-26,Kathmandu-01,Construction,Business Owner,1468000.0,36,10.68,487000.0,691.0,Yes,1,56,No,0
NL208945,2024-06-26,Dharan-03,Service,Salaried,652000.0,24,10.19,705000.0,,Yes,0,5,Yes,0
NL208946,2024-06-26,Butwal-03,Service,Informal,179000.0,12,13.52,553000.0,568.0,Yes,2,15,Yes,0
NL208947,2024-06-27,Nepalgunj-02,Agriculture,Business Owner,123000.0,18,11.48,495000.0,599.0,Yes,2,16,No,0
NL208948,2024-06-27,Bhaktapur-03,Trade,Business Owner,220000.0,12,10.29,167000.0,762.0,Yes,4,36,No,0
NL208949,2024-06-27,Pokhara-04,Trade,Informal,132000.0,12,11.52,343000.0,772.0,No,1,21,No,0
NL208950,2024-06-27,Nepalgunj-04,Tourism,Salaried,210000.0,18,12.88,1578000.0,548.0,Yes,1,6,No,0
NL208951,2024-06-27,Kathmandu-03,Construction,Self-Employed,143000.0,36,12.83,477000.0,560.0,No,0,1,No,0
NL208952,2024-06-27,Biratnagar-04,Tourism,Business Owner,232000.0,18,13.76,329000.0,559.0,No,1,15,No,0
NL208953,2024-06-27,Biratnagar-04,Trade,Business Owner,234000.0,24,10.82,528000.0,663.0,Yes,1,10,No,0
NL208954,2024-06-27,Biratnagar-02,Trade,Business Owner,331000.0,12,12.54,199000.0,,Yes,0,7,No,0
NL208955,2024-06-27,Biratnagar-02,Construction,Salaried,254000.0,48,11.87,383000.0,643.0,No,1,12,No,0
NL208956,2024-06-27,Dharan-02,Trade,Business Owner,151000.0,18,12.17,576000.0,636.0,Yes,2,42,No,0
NL208957,2024-06-27,Lalitpur-04,Service,Salaried,738000.0,12,12.73,697000.0,582.0,No,2,6,No,0
NL208958,2024-06-27,Nepalgunj-04,Service,Self-Employed,401000.0,18,11.29,636000.0,649.0,No,1,16,No,0
NL208959,2024-06-27,Nepalgunj-04,Construction,Informal,197000.0,60,10.77,,648.0,Yes,0,13,No,0
NL208960,2024-06-27,Lalitpur-04,Service,Salaried,153000.0,24,12.19,338000.0,606.0,Yes,1,6,No,0
NL208961,2024-06-27,Janakpur-03,Trade,Salaried,99000.0,12,8.96,202000.0,800.0,Yes,1,4,Yes,0
NL208962,2024-06-27,Bhaktapur-03,Service,Self-Employed,93000.0,12,11.54,411000.0,601.0,Yes,0,3,No,0
NL208963,2024-06-28,Kathmandu-03,Trade,Informal,651000.0,36,10.99,362000.0,644.0,Yes,4,0,No,0
NL208964,2024-06-28,Pokhara-04,Agriculture,Salaried,601000.0,36,13.07,576000.0,583.0,No,1,13,No,0
NL208965,2024-06-28,Dharan-04,Manufacturing,Salaried,191000.0,12,9.32,429000.0,732.0,Yes,2,10,No,0
NL208966,2024-06-28,Nepalgunj-02,Manufacturing,Self-Employed,826000.0,18,13.01,561000.0,532.0,Yes,0,37,No,0
NL208967,2024-06-28,Butwal-02,Service,Business Owner,471000.0,6,11.89,547000.0,654.0,No,0,30,No,1
NL208968,2024-06-28,Nepalgunj-01,Trade,Salaried,345000.0,12,13.37,888000.0,554.0,Yes,2,18,No,0
NL208969,2024-06-28,Bhaktapur-03,Trade,Business Owner,566000.0,12,14.21,508000.0,477.0,No,1,12,Yes,1
NL208970,2024-06-28,Nepalgunj-04,Tourism,Business Owner,472000.0,24,13.26,582000.0,576.0,No,2,2,No,0
NL208971,2024-06-28,Butwal-02,Service,Self-Employed,333000.0,6,11.38,1547000.0,580.0,Yes,0,6,No,0
NL208972,2024-06-28,Lalitpur-02,Service,Salaried,248000.0,36,10.74,186000.0,691.0,Yes,2,25,No,0
NL208973,2024-06-28,Lalitpur-02,Service,Self-Employed,274000.0,24,11.99,,560.0,Yes,2,4,No,0
NL208974,2024-06-28,Bhaktapur-03,Tourism,Salaried,89000.0,24,14.87,477000.0,443.0,No,1,2,No,0
NL208975,2024-06-28,Kathmandu-03,Agriculture,Self-Employed,163000.0,60,15.83,528000.0,,No,0,16,No,0
NL208976,2024-06-28,Bhaktapur-04,Trade,Business Owner,1144000.0,18,10.38,734000.0,655.0,Yes,1,3,No,0
NL208977,2024-06-28,Janakpur-04,Manufacturing,Salaried,159000.0,6,10.52,305000.0,684.0,No,3,1,No,0
NL208978,2024-06-28,Bhaktapur-02,Service,Salaried,74000.0,24,10.29,360000.0,657.0,Yes,3,5,No,0
NL208979,2024-06-28,Butwal-02,Agriculture,Salaried,584000.0,24,12.99,807000.0,600.0,No,1,26,No,0
NL208980,2024-06-28,Janakpur-04,Tourism,Salaried,357000.0,24,10.75,465000.0,670.0,Yes,2,2,Yes,0
NL208981,2024-06-28,Bhaktapur-03,Agriculture,Salaried,373000.0,24,13.26,282000.0,464.0,Yes,4,28,Yes,1
NL208982,2024-06-29,Butwal-04,Construction,Self-Employed,264000.0,18,15.87,834000.0,449.0,No,0,61,No,0
NL208983,2024-06-29,Biratnagar-03,Service,Business Owner,587000.0,24,12.72,758000.0,502.0,Yes,1,16,Yes,1
NL208984,2024-06-29,Bhaktapur-04,Service,Salaried,934000.0,48,11.5,564000.0,623.0,No,2,10,No,0
NL208985,2024-06-29,Janakpur-03,Manufacturing,Self-Employed,201000.0,18,12.33,659000.0,714.0,No,1,36,Yes,0
NL208986,2024-06-29,Butwal-03,Agriculture,Informal,477000.0,24,12.44,725000.0,544.0,Yes,1,6,No,0
NL208987,2024-06-29,Biratnagar-02,Trade,Self-Employed,686000.0,36,12.71,482000.0,,No,0,2,No,0
NL208988,2024-06-29,Nepalgunj-01,Service,Business Owner,192000.0,18,9.73,618000.0,700.0,Yes,3,3,No,0
NL208989,2024-06-29,Janakpur-01,Trade,Self-Employed,920000.0,12,12.78,243000.0,600.0,No,2,34,No,0
NL208990,2024-06-29,Dharan-04,Trade,Salaried,684000.0,24,11.59,448000.0,657.0,No,0,20,Yes,1
NL208991,2024-06-29,Nepalgunj-03,Construction,Salaried,117000.0,24,10.98,927000.0,649.0,Yes,3,1,No,0
NL208992,2024-06-29,Pokhara-01,Trade,Business Owner,981000.0,48,14.93,1991000.0,,No,0,20,No,0
NL208993,2024-06-29,Pokhara-02,Agriculture,Informal,122000.0,36,10.37,,810.0,Yes,0,3,No,0
NL208994,2024-06-29,Bhaktapur-02,Service,Self-Employed,177000.0,36,13.11,291000.0,556.0,No,4,20,No,0
NL208995,2024-06-29,Butwal-04,Manufacturing,Self-Employed,495000.0,18,10.34,409000.0,820.0,Yes,2,46,No,0
NL208996,2024-06-29,Nepalgunj-01,Construction,Self-Employed,648000.0,18,9.76,207000.0,692.0,Yes,1,3,No,0
NL208997,2024-06-29,Butwal-03,Agriculture,Salaried,319000.0,24,11.83,773000.0,666.0,No,0,4,No,0
NL208998,2024-06-29,Birgunj-04,Agriculture,Salaried,185000.0,18,15.34,524000.0,498.0,No,1,54,No,0
NL208999,2024-06-29,Dharan-03,Trade,Informal,244000.0,60,11.12,282000.0,673.0,No,1,8,No,0
NL209000,2024-06-29,Lalitpur-04,Service,Salaried,223000.0,12,11.69,453000.0,632.0,Yes,2,33,No,0
NL209001,2024-06-29,Pokhara-03,Agriculture,Self-Employed,557000.0,24,11.71,,618.0,Yes,0,12,No,0
NL209002,2024-06-29,Dharan-01,Agriculture,Business Owner,219000.0,18,13.1,526000.0,516.0,Yes,0,8,No,0
NL209003,2024-06-29,Kathmandu-03,Agriculture,Self-Employed,182000.0,36,10.08,333000.0,723.0,Yes,1,33,No,0
NL209004,2024-06-29,Janakpur-01,Agriculture,Informal,98000.0,24,10.7,961000.0,728.0,Yes,1,26,No,0
NL209005,2024-06-29,Lalitpur-03,Trade,Salaried,190000.0,12,14.11,631000.0,477.0,Yes,1,21,No,0
NL209006,2024-06-29,Dharan-04,Trade,Informal,271000.0,36,11.81,317000.0,583.0,Yes,1,4,No,0
NL209007,2024-06-29,Butwal-01,Tourism,Salaried,127000.0,24,11.95,518000.0,613.0,Yes,2,16,No,0
NL209008,2024-06-29,Nepalgunj-02,Manufacturing,Salaried,80000.0,24,11.71,137000.0,672.0,Yes,0,55,No,0
NL209009,2024-06-29,Dharan-04,Agriculture,Self-Employed,618000.0,12,11.84,599000.0,654.0,Yes,1,7,No,0
NL209010,2024-06-29,Birgunj-01,Manufacturing,Informal,140000.0,24,11.23,2883000.0,633.0,Yes,3,11,No,0
NL209011,2024-06-29,Dharan-03,Construction,Self-Employed,111000.0,24,10.22,1002000.0,686.0,Yes,1,1,No,0
NL209012,2024-06-29,Pokhara-02,Construction,Salaried,962000.0,12,10.48,458000.0,817.0,No,5,8,No,0
